A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,Type
0.215686,0.321429,0.285714,0.307692,0.481481,0.5,0.521739,0.333333,0.1875,0,0.333333,0.290323,0.375,0.521739,0.423077,0.36,0.578947,0.269231,0.466667,0,0.285714,0.52,0.36,0.5,0.423077,0.387097,0.407407,0.363636,0.333333,0,0,0.667746,0.5625,0.074855,0.093972,0.552632,0.651982,0.737671,0.408353,0.723726,0.60203,0.723726,0.672029,Jogging
0.294118,0.321429,0.214286,0.192308,0.37037,0.590909,0.521739,0.37037,0.25,0,0.515152,0.225806,0.125,0.434783,0.384615,0.44,0.473684,0.423077,0.433333,0,0.257143,0.68,0.56,0.45,0.307692,0.322581,0.296296,0.318182,0.333333,0,0,0.678852,0.498547,0.095396,0.107434,0.478947,0.680617,0.823715,0.419954,0.738854,0.698477,0.738854,0.729632,Jogging
0.156863,0.464286,0.25,0.307692,0.555556,0.363636,0.521739,0.296296,0.28125,0,0.30303,0.419355,0.375,0.434783,0.346154,0.56,0.578947,0.269231,0.366667,0,0.142857,0.44,0.48,0.65,0.5,0.225806,0.444444,0.5,0.380952,0,0,0.655252,0.593023,0.052632,0.150368,0.043859,0.641703,0.695698,0.367749,0.726115,0.571574,0.726115,0.650234,Jogging
0.176471,0.321429,0.392857,0.346154,0.407407,0.636364,0.347826,0.37037,0.1875,0,0.333333,0.387097,0.25,0.521739,0.346154,0.48,0.368421,0.461538,0.333333,0,0.285714,0.44,0.44,0.6,0.423077,0.258065,0.296296,0.454545,0.666667,0,0,0.671911,0.549419,0.065663,0.101622,0.452632,0.618209,0.748164,0.407193,0.701433,0.606091,0.701433,0.665283,Jogging
0.176471,0.357143,0.357143,0.384615,0.444444,0.454545,0.478261,0.333333,0.21875,0,0.333333,0.387097,0.166667,0.565217,0.538462,0.28,0.631579,0.307692,0.366667,0,0.371429,0.4,0.28,0.65,0.461538,0.258065,0.333333,0.363636,0.571429,0,0,0.654789,0.555233,0.070526,0.104054,0.318421,0.63069,0.736621,0.431555,0.711783,0.611168,0.711783,0.670991,Jogging
0.176471,0.357143,0.392857,0.384615,0.407407,0.545455,0.391304,0.296296,0.1875,0,0.454545,0.290323,0.208333,0.478261,0.346154,0.4,0.631579,0.423077,0.266667,0,0.285714,0.48,0.44,0.55,0.461538,0.225806,0.37037,0.363636,0.571429,0,0,0.655252,0.546512,0.100752,0.089901,0.657895,0.623348,0.763903,0.412993,0.71258,0.641624,0.71258,0.675143,Jogging
0.27451,0.25,0.392857,0.5,0.333333,0.409091,0.478261,0.333333,0.25,0,0.454545,0.290323,0.375,0.391304,0.346154,0.36,0.684211,0.384615,0.333333,0,0.371429,0.4,0.32,0.5,0.307692,0.322581,0.481481,0.454545,0.47619,0,0,0.639981,0.546512,0.065789,0.133055,0.305263,0.604993,0.760756,0.438515,0.683121,0.64467,0.683121,0.672029,Jogging
0.137255,0.5,0.321429,0.384615,0.518519,0.454545,0.304348,0.37037,0.25,0,0.333333,0.387097,0.375,0.391304,0.5,0.32,0.473684,0.384615,0.4,0,0.228571,0.48,0.48,0.65,0.423077,0.387097,0.222222,0.409091,0.238095,0,0,0.66497,0.56686,0.078947,0.096623,0.460526,0.616006,0.75341,0.411833,0.704618,0.610152,0.704618,0.660093,Jogging
0.215686,0.321429,0.214286,0.384615,0.407407,0.590909,0.434783,0.333333,0.28125,0,0.393939,0.387097,0.375,0.434783,0.5,0.36,0.368421,0.346154,0.366667,0,0.171429,0.48,0.48,0.6,0.423077,0.387097,0.333333,0.227273,0.380952,0,0,0.639056,0.611919,0.082457,0.096623,0.257895,0.657856,0.768101,0.437355,0.731688,0.638579,0.731688,0.687597,Jogging
0.235294,0.321429,0.357143,0.384615,0.333333,0.318182,0.608696,0.296296,0.1875,0,0.424242,0.193548,0.5,0.478261,0.461538,0.16,0.842105,0.346154,0.3,0,0.285714,0.4,0.44,0.7,0.269231,0.225806,0.407407,0.636364,0.380952,0,0,0.63813,0.550872,0.082238,0.124324,0.097368,0.651248,0.762854,0.411833,0.728503,0.641624,0.728503,0.68604,Jogging
0.196078,0.392857,0.392857,0.384615,0.407407,0.545455,0.26087,0.37037,0.25,0,0.484848,0.290323,0.416667,0.26087,0.5,0.44,0.578947,0.269231,0.366667,0,0.314286,0.24,0.56,0.4,0.346154,0.354839,0.296296,0.636364,0.380952,0,0,0.634429,0.588663,0.059147,0.123552,0.542105,0.608664,0.725079,0.426914,0.698248,0.607107,0.698248,0.65698,Jogging
0.137255,0.071429,0.178571,0.192308,0.185185,0.272727,0.26087,0.111111,0.09375,0,0.151515,0.032258,0.125,0.130435,0.230769,0.24,0.473684,0.230769,0.166667,0,0.142857,0.12,0.12,0.15,0.076923,0.193548,0.185185,0.227273,0.47619,0,0,0.582601,0.661337,0.090526,0.111712,0.268421,0.271659,0.29171,0.204176,0.66242,0.553299,0.66242,0.295278,Jogging
0.196078,0.392857,0.285714,0.384615,0.333333,0.545455,0.565217,0.37037,0.21875,0.307692,0.242424,0.419355,0.583333,0.391304,0.307692,0.12,0.578947,0.423077,0.366667,0.163265,0.228571,0.4,0.36,0.65,0.346154,0.225806,0.518519,0.5,0.52381,0.208333,0,0.839889,0.880814,0.277194,0.074646,0.305263,0.244493,0.857293,0.351508,0.128185,0.664975,0.128185,0.584847,Jogging
0.137255,0.428571,0.535714,0.423077,0.296296,0.363636,0.478261,0.407407,0.25,0.25641,0.272727,0.387097,0.5,0.391304,0.5,0.28,0.421053,0.423077,0.366667,0.204082,0.2,0.32,0.56,0.5,0.269231,0.322581,0.481481,0.772727,0.333333,0.1875,0,0.838038,0.886628,0.557895,0.055256,0.243859,0.229809,0.814271,0.332947,0.117038,0.655838,0.117038,0.581214,Jogging
0.196078,0.428571,0.392857,0.461538,0.444444,0.363636,0.304348,0.333333,0.375,0.25641,0.333333,0.354839,0.541667,0.434783,0.230769,0.32,0.684211,0.384615,0.366667,0.142857,0.2,0.44,0.56,0.6,0.461538,0.290323,0.407407,0.363636,0.52381,0.166667,0,0.826469,0.843023,0.165789,0.088288,0.378947,0.226872,0.838405,0.325986,0.113057,0.661929,0.113057,0.574468,Jogging
0.235294,0.25,0.321429,0.423077,0.333333,0.5,0.478261,0.518519,0.21875,0.307692,0.272727,0.354839,0.5,0.521739,0.230769,0.44,0.421053,0.423077,0.366667,0.163265,0.2,0.36,0.44,0.7,0.615385,0.354839,0.259259,0.409091,0.52381,0.166667,0,0.825081,0.84157,0.8,0.064396,0.947368,0.241557,0.818468,0.317865,0.124204,0.650761,0.124204,0.56876,Jogging
0.215686,0.464286,0.321429,0.346154,0.333333,0.454545,0.217391,0.333333,0.28125,0.435897,0.545455,0.258065,0.458333,0.391304,0.384615,0.24,0.473684,0.384615,0.3,0.204082,0.571429,0.48,0.24,0.5,0.346154,0.322581,0.185185,0.590909,0.428571,0.166667,0,0.794077,0.78343,0.3,0.070761,0.356842,0.262115,0.875131,0.36891,0.148089,0.713706,0.148089,0.591593,Jogging
0.176471,0.357143,0.464286,0.423077,0.259259,0.454545,0.434783,0.444444,0.3125,0.25641,0.333333,0.354839,0.375,0.478261,0.307692,0.2,0.684211,0.5,0.4,0.142857,0.314286,0.4,0.52,0.45,0.307692,0.354839,0.333333,0.454545,0.571429,0.166667,0,0.843591,0.829942,0.689474,0.071254,0.221804,0.245962,0.837356,0.345708,0.13535,0.66802,0.13535,0.601453,Jogging
0.215686,0.357143,0.392857,0.384615,0.407407,0.545455,0.347826,0.37037,0.28125,0.230769,0.363636,0.354839,0.291667,0.478261,0.346154,0.52,0.473684,0.346154,0.233333,0.22449,0.2,0.6,0.44,0.45,0.346154,0.258065,0.481481,0.363636,0.52381,0.25,0,0.826932,0.864826,0.636842,0.063514,0.294737,0.225404,0.816369,0.354988,0.111465,0.673096,0.111465,0.590555,Jogging
0.176471,0.464286,0.464286,0.153846,0.407407,0.272727,0.695652,0.333333,0.40625,0.205128,0.30303,0.258065,0.458333,0.652174,0.384615,0.24,0.421053,0.461538,0.3,0.244898,0.285714,0.48,0.6,0.45,0.307692,0.322581,0.296296,0.5,0.47619,0.229167,0,0.836187,0.840116,0.423684,0.062703,0.457895,0.251836,0.817419,0.360789,0.133758,0.655838,0.133758,0.58848,Jogging
0.196078,0.285714,0.321429,0.423077,0.37037,0.5,0.652174,0.37037,0.34375,0.179487,0.272727,0.419355,0.333333,0.434783,0.423077,0.32,0.526316,0.269231,0.466667,0.204082,0.285714,0.4,0.48,0.55,0.423077,0.193548,0.296296,0.590909,0.52381,0.229167,0,0.844054,0.873547,0.268421,0.053282,0.193234,0.232012,0.827912,0.359629,0.113057,0.663959,0.113057,0.59782,Jogging
0.215686,0.25,0.285714,0.423077,0.481481,0.454545,0.434783,0.37037,0.40625,0.230769,0.333333,0.290323,0.333333,0.521739,0.307692,0.36,0.631579,0.461538,0.366667,0.183673,0.342857,0.32,0.32,0.45,0.423077,0.387097,0.259259,0.5,0.666667,0.1875,0,0.859324,0.896802,0.455263,0.065334,0.368421,0.251101,0.806925,0.37239,0.144904,0.637563,0.144904,0.609756,Jogging
0.215686,0.357143,0.428571,0.307692,0.333333,0.409091,0.391304,0.37037,0.28125,0.384615,0.30303,0.387097,0.375,0.391304,0.384615,0.32,0.631579,0.384615,0.333333,0.183673,0.4,0.36,0.36,0.35,0.307692,0.290323,0.481481,0.363636,0.52381,0.25,0,0.83341,0.883721,0.378947,0.063963,0.510526,0.255507,0.809024,0.383991,0.144108,0.646701,0.144108,0.594707,Jogging
0.235294,0.285714,0.357143,0.307692,0.444444,0.454545,0.434783,0.444444,0.40625,0.205128,0.393939,0.290323,0.333333,0.347826,0.461538,0.36,0.578947,0.307692,0.333333,0.204082,0.4,0.52,0.28,0.3,0.346154,0.290323,0.444444,0.318182,0.52381,0.270833,0,0.82832,0.866279,0.921053,0.054469,0.515789,0.243759,0.819517,0.390951,0.125796,0.669036,0.125796,0.601453,Jogging
0.215686,0.392857,0.321429,0.307692,0.407407,0.454545,0.391304,0.481481,0.34375,0.230769,0.272727,0.419355,0.416667,0.565217,0.346154,0.32,0.473684,0.384615,0.366667,0.163265,0.257143,0.24,0.4,0.55,0.615385,0.483871,0.259259,0.409091,0.52381,0.208333,0,0.819528,0.882267,0.542105,0.062045,0.226316,0.243025,0.811123,0.322506,0.125,0.645685,0.125,0.570317,Jogging
0.196078,0.428571,0.392857,0.346154,0.333333,0.454545,0.608696,0.259259,0.40625,0.230769,0.333333,0.258065,0.583333,0.434783,0.307692,0.32,0.631579,0.346154,0.4,0.142857,0.342857,0.36,0.4,0.65,0.346154,0.354839,0.296296,0.363636,0.47619,0.270833,0,0.834799,0.850291,0.223158,0.068305,0.407895,0.237885,0.813221,0.37355,0.118631,0.640609,0.118631,0.587442,Jogging
0.215686,0.392857,0.321429,0.423077,0.333333,0.454545,0.391304,0.444444,0.28125,0.282051,0.212121,0.354839,0.375,0.434783,0.461538,0.44,0.526316,0.423077,0.333333,0.163265,0.285714,0.44,0.36,0.55,0.384615,0.354839,0.333333,0.681818,0.285714,0.229167,0,0.850995,0.864826,0.821053,0.076757,0.316842,0.251836,0.766002,0.350348,0.143312,0.606091,0.143312,0.587961,Jogging
0.215686,0.428571,0.357143,0.384615,0.407407,0.318182,0.478261,0.333333,0.3125,0.307692,0.272727,0.354839,0.541667,0.304348,0.423077,0.4,0.526316,0.384615,0.4,0.183673,0.342857,0.52,0.24,0.45,0.384615,0.322581,0.37037,0.409091,0.619048,0.229167,0,0.838038,0.888081,0.694737,0.069498,0.318947,0.244493,0.790136,0.37471,0.130573,0.62132,0.130573,0.582771,Jogging
0.156863,0.321429,0.357143,0.5,0.407407,0.636364,0.434783,0.296296,0.3125,0.230769,0.242424,0.322581,0.416667,0.478261,0.5,0.28,0.578947,0.461538,0.3,0.142857,0.228571,0.28,0.36,0.55,0.5,0.419355,0.518519,0.454545,0.380952,0.166667,0,0.83341,0.857558,0.252632,0.084685,0.517543,0.221733,0.771249,0.298144,0.110669,0.614213,0.110669,0.562013,Jogging
0.215686,0.357143,0.214286,0.653846,0.407407,0.272727,0.391304,0.37037,0.25,0.384615,0.30303,0.290323,0.291667,0.521739,0.307692,0.64,0.526316,0.384615,0.3,0.22449,0.314286,0.32,0.28,0.75,0.192308,0.354839,0.407407,0.5,0.47619,0.270833,0,0.857473,0.883721,0.210526,0.057514,0.405263,0.256241,0.764953,0.367749,0.155255,0.615228,0.155255,0.60768,Jogging
0.156863,0.285714,0.392857,0.423077,0.518519,0.5,0.391304,0.259259,0.40625,0.153846,0.181818,0.225806,0.333333,0.26087,0.730769,0.8,0.368421,0.307692,0.233333,0.122449,0.114286,0.36,0.4,0.3,0.576923,0.419355,0.555556,0.363636,0.380952,0.1875,0,0.832485,0.877907,0.294737,0.081853,0.289474,0.201909,0.597062,0.276102,0.098726,0.518782,0.098726,0.525688,Jogging
0,0.464286,0.25,0.5,0.259259,0.409091,0.478261,0.481481,0.5625,0.307692,0.030303,0.193548,0.291667,0.347826,0.192308,0.04,0.368421,0.461538,0.266667,0.795918,0.2,0.44,0.32,0.4,0.346154,0.483871,0.555556,0.590909,0.380952,0.145833,0,0.792226,0.744186,0.157895,0.089189,0.391227,0.594714,0.729276,0.558005,0.645701,0.551269,0.645701,0.712506,Jogging
0,0.678571,0.357143,0.384615,0.481481,0.409091,0.478261,0.222222,0.40625,0.307692,0.181818,0.290323,0.25,0.391304,0.384615,0.32,0.263158,0.769231,0.6,0.22449,0.342857,0.2,0.24,0.65,0.461538,0.419355,0.407407,0.5,0.285714,0.25,0,0.540953,0.68314,0.768421,0.145946,0.323684,0.735683,0.401889,0.62529,0.768312,0.257868,0.768312,0.682927,Jogging
0,0.785714,0.357143,0.423077,0.333333,0.454545,0.478261,0.333333,0.25,0.307692,0.363636,0.290323,0.291667,0.304348,0.5,0.44,0.526316,0.5,0.3,0.204082,0.342857,0.44,0.48,0.25,0.615385,0.193548,0.481481,0.454545,0.333333,0.25,0,0.494678,0.601744,0.624562,0.378378,0.273684,0.762115,0.39979,0.632251,0.791401,0.274112,0.791401,0.70109,Jogging
0,0.821429,0.285714,0.346154,0.444444,0.272727,0.478261,0.37037,0.34375,0.307692,0.333333,0.225806,0.375,0.521739,0.538462,0.32,0.631579,0.307692,0.433333,0.163265,0.371429,0.52,0.24,0.3,0.423077,0.419355,0.444444,0.5,0.428571,0.166667,0,0.485886,0.625,0.533333,0.4,0.570175,0.745228,0.374607,0.609049,0.786624,0.250761,0.786624,0.688635,Jogging
0,0.785714,0.321429,0.230769,0.444444,0.5,0.565217,0.222222,0.34375,0.307692,0.363636,0.322581,0.541667,0.391304,0.384615,0.32,0.684211,0.269231,0.266667,0.244898,0.371429,0.52,0.44,0.2,0.423077,0.290323,0.37037,0.545455,0.428571,0.208333,0,0.474317,0.59157,0.368421,0.451351,0.408773,0.736417,0.408185,0.62645,0.769904,0.277157,0.769904,0.689673,Jogging
0,0.75,0.357143,0.423077,0.296296,0.5,0.434783,0.37037,0.40625,0.230769,0.242424,0.354839,0.333333,0.652174,0.230769,0.28,0.473684,0.653846,0.4,0.183673,0.257143,0.36,0.32,0.55,0.384615,0.419355,0.481481,0.409091,0.666667,0.145833,0,0.490514,0.715116,0.347368,0.935135,0.810526,0.746696,0.387198,0.589327,0.786624,0.232487,0.786624,0.683446,Jogging
0,0.642857,0.321429,0.461538,0.37037,0.545455,0.391304,0.333333,0.375,0.25641,0.333333,0.354839,0.375,0.608696,0.384615,0.36,0.473684,0.384615,0.333333,0.163265,0.257143,0.64,0.48,0.4,0.346154,0.258065,0.259259,0.5,0.666667,0.208333,0,0.465525,0.65407,0.35,0.535135,0.342105,0.72467,0.376705,0.651972,0.757166,0.239594,0.757166,0.682408,Jogging
0,0.75,0.321429,0.384615,0.481481,0.363636,0.478261,0.407407,0.28125,0.282051,0.333333,0.387097,0.375,0.26087,0.423077,0.44,0.736842,0.384615,0.266667,0.204082,0.257143,0.4,0.56,0.4,0.5,0.225806,0.333333,0.409091,0.666667,0.1875,0,0.478019,0.65843,0.284211,0.375676,0.115789,0.73862,0.38405,0.640371,0.769108,0.252792,0.769108,0.685003,Jogging
0,0.75,0.285714,0.461538,0.407407,0.409091,0.608696,0.37037,0.25,0.25641,0.30303,0.419355,0.375,0.434783,0.307692,0.28,0.578947,0.461538,0.4,0.183673,0.257143,0.48,0.4,0.45,0.346154,0.322581,0.333333,0.636364,0.52381,0.229167,0,0.486812,0.715116,0.281579,0.621622,0.273684,0.740822,0.398741,0.62877,0.773089,0.250761,0.773089,0.683965,Jogging
0,0.678571,0.321429,0.384615,0.555556,0.454545,0.347826,0.333333,0.34375,0.282051,0.30303,0.451613,0.375,0.347826,0.269231,0.36,0.684211,0.5,0.4,0.122449,0.228571,0.52,0.44,0.45,0.423077,0.354839,0.259259,0.454545,0.428571,0.25,0,0.47478,0.651163,0.218947,0.610811,0.271931,0.740822,0.391396,0.617169,0.765924,0.245685,0.765924,0.681889,Jogging
0,0.75,0.321429,0.576923,0.37037,0.318182,0.391304,0.37037,0.40625,0.179487,0.181818,0.451613,0.416667,0.391304,0.423077,0.36,0.421053,0.5,0.5,0.163265,0.228571,0.28,0.36,0.6,0.461538,0.387097,0.444444,0.636364,0.52381,0.104167,0,0.491902,0.700581,0.193684,0.286486,0.363158,0.769457,0.363064,0.552204,0.804936,0.196954,0.804936,0.681889,Jogging
0,0.571429,0.535714,0.346154,0.407407,0.636364,0.391304,0.444444,0.21875,0.205128,0.242424,0.387097,0.458333,0.434783,0.269231,0.4,0.526316,0.615385,0.4,0.122449,0.285714,0.32,0.36,0.75,0.346154,0.387097,0.37037,0.5,0.47619,0.166667,0,0.479408,0.659884,0.663158,0.175676,0.419299,0.751101,0.35362,0.595128,0.777866,0.194924,0.777866,0.674624,Jogging
0,0.821429,0.428571,0.461538,0.185185,0.5,0.478261,0.37037,0.28125,0.25641,0.333333,0.258065,0.458333,0.478261,0.269231,0.44,0.578947,0.423077,0.4,0.183673,0.314286,0.32,0.32,0.75,0.384615,0.322581,0.296296,0.5,0.666667,0.166667,0,0.487274,0.680233,0.322806,0.286486,0.271053,0.785609,0.400839,0.610209,0.82086,0.276142,0.82086,0.709393,Jogging
0,0.785714,0.285714,0.423077,0.481481,0.318182,0.478261,0.37037,0.3125,0.282051,0.363636,0.322581,0.333333,0.347826,0.538462,0.4,0.578947,0.346154,0.3,0.204082,0.228571,0.6,0.44,0.5,0.423077,0.322581,0.407407,0.363636,0.380952,0.25,0,0.476168,0.648256,0.657895,0.294595,0.313158,0.748164,0.408185,0.604408,0.779459,0.284264,0.779459,0.689154,Jogging
0,0.678571,0.464286,0.461538,0.222222,0.5,0.478261,0.333333,0.28125,0.333333,0.30303,0.387097,0.416667,0.565217,0.384615,0.36,0.526316,0.307692,0.366667,0.183673,0.285714,0.44,0.52,0.55,0.346154,0.290323,0.333333,0.363636,0.571429,0.208333,0,0.472929,0.636628,0.480701,0.237838,0.163158,0.745962,0.398741,0.62297,0.780255,0.271066,0.780255,0.693825,Jogging
0,0.75,0.392857,0.384615,0.333333,0.454545,0.391304,0.518519,0.3125,0.205128,0.242424,0.387097,0.541667,0.434783,0.5,0.28,0.473684,0.384615,0.4,0.142857,0.257143,0.28,0.4,0.7,0.423077,0.322581,0.37037,0.590909,0.428571,0.208333,0,0.478482,0.703488,0.526316,0.448649,0.415789,0.750367,0.356768,0.577726,0.789809,0.211168,0.789809,0.680851,Jogging
0,0.821429,0.428571,0.384615,0.333333,0.5,0.391304,0.296296,0.375,0.25641,0.30303,0.225806,0.541667,0.521739,0.307692,0.4,0.473684,0.384615,0.366667,0.244898,0.285714,0.32,0.36,0.45,0.538462,0.322581,0.518519,0.454545,0.380952,0.229167,0,0.494678,0.686047,0.352632,0.448649,0.373684,0.77533,0.401889,0.574246,0.813694,0.260914,0.813694,0.702647,Jogging
0,0.678571,0.428571,0.423077,0.259259,0.454545,0.478261,0.407407,0.28125,0.307692,0.363636,0.322581,0.333333,0.521739,0.346154,0.32,0.631579,0.307692,0.3,0.265306,0.342857,0.36,0.44,0.55,0.384615,0.322581,0.296296,0.363636,0.52381,0.25,0,0.4882,0.646802,0.542105,0.454054,0.510526,0.740088,0.424974,0.640371,0.775478,0.292386,0.775478,0.698495,Jogging
0,0.75,0.392857,0.269231,0.444444,0.409091,0.434783,0.481481,0.25,0.282051,0.454545,0.225806,0.375,0.478261,0.346154,0.44,0.578947,0.307692,0.266667,0.22449,0.342857,0.56,0.36,0.4,0.461538,0.225806,0.333333,0.409091,0.47619,0.25,0,0.475243,0.627907,0.657895,0.295496,0.194737,0.745228,0.441763,0.660093,0.776274,0.344162,0.776274,0.708874,Jogging
0,0.678571,0.321429,0.346154,0.444444,0.5,0.434783,0.37037,0.375,0.282051,0.363636,0.225806,0.416667,0.565217,0.423077,0.4,0.473684,0.423077,0.3,0.163265,0.314286,0.36,0.52,0.5,0.423077,0.290323,0.296296,0.363636,0.428571,0.270833,0,0.465988,0.652616,0.536842,0.535135,0.205263,0.71072,0.387198,0.62877,0.746815,0.26599,0.746815,0.670472,Jogging
0,0.714286,0.428571,0.346154,0.37037,0.5,0.347826,0.407407,0.3125,0.282051,0.333333,0.322581,0.458333,0.434783,0.346154,0.4,0.526316,0.423077,0.366667,0.183673,0.314286,0.36,0.6,0.4,0.346154,0.290323,0.37037,0.318182,0.52381,0.25,0,0.481721,0.635174,0.652632,0.681081,0.234737,0.751836,0.401889,0.639211,0.786624,0.271066,0.786624,0.70109,Jogging
0,0.714286,0.464286,0.269231,0.333333,0.636364,0.434783,0.296296,0.34375,0.25641,0.393939,0.290323,0.541667,0.391304,0.346154,0.4,0.631579,0.307692,0.233333,0.22449,0.371429,0.32,0.48,0.35,0.346154,0.387097,0.37037,0.318182,0.619048,0.208333,0,0.465525,0.626453,0.172368,0.135135,0.110526,0.75257,0.398741,0.62877,0.785828,0.261929,0.785828,0.704722,Jogging
0,0.714286,0.392857,0.384615,0.407407,0.545455,0.347826,0.407407,0.3125,0.25641,0.454545,0.225806,0.458333,0.521739,0.346154,0.28,0.684211,0.307692,0.266667,0.244898,0.371429,0.6,0.4,0.4,0.423077,0.258065,0.333333,0.5,0.47619,0.1875,0,0.467839,0.565407,0.31228,0.664865,0.643859,0.753304,0.423924,0.635731,0.785828,0.296447,0.785828,0.704722,Jogging
0,0.785714,0.357143,0.307692,0.444444,0.5,0.434783,0.37037,0.3125,0.25641,0.272727,0.387097,0.416667,0.521739,0.538462,0.24,0.421053,0.423077,0.4,0.142857,0.371429,0.24,0.4,0.75,0.346154,0.225806,0.407407,0.409091,0.571429,0.229167,0,0.474317,0.639535,0.278947,0.286486,0.5,0.751101,0.378804,0.648492,0.78742,0.243655,0.78742,0.704203,Jogging
0,0.607143,0.392857,0.461538,0.37037,0.409091,0.521739,0.407407,0.3125,0.25641,0.333333,0.387097,0.458333,0.521739,0.269231,0.48,0.421053,0.461538,0.266667,0.183673,0.371429,0.36,0.44,0.55,0.307692,0.354839,0.259259,0.454545,0.571429,0.208333,0,0.4646,0.62064,0.794737,0.362162,0.189474,0.72467,0.376705,0.641531,0.753981,0.238579,0.753981,0.678775,Jogging
0,0.571429,0.392857,0.5,0.407407,0.5,0.391304,0.333333,0.3125,0.282051,0.212121,0.354839,0.5,0.304348,0.423077,0.32,0.578947,0.461538,0.433333,0.163265,0.228571,0.36,0.36,0.5,0.576923,0.258065,0.222222,0.636364,0.47619,0.270833,0,0.488663,0.74564,0.431579,0.446848,0.689474,0.740822,0.374607,0.62413,0.770701,0.229442,0.770701,0.680332,Jogging
0,0.642857,0.392857,0.384615,0.37037,0.590909,0.434783,0.407407,0.3125,0.205128,0.30303,0.387097,0.458333,0.347826,0.461538,0.44,0.526316,0.269231,0.4,0.163265,0.257143,0.44,0.32,0.7,0.384615,0.290323,0.444444,0.363636,0.619048,0.208333,0,0.471078,0.649709,0.494737,0.397297,0.573684,0.730543,0.3851,0.605568,0.762739,0.249746,0.762739,0.674624,Jogging
0,0.785714,0.392857,0.346154,0.518519,0.409091,0.347826,0.407407,0.25,0.25641,0.272727,0.451613,0.416667,0.26087,0.423077,0.44,0.473684,0.269231,0.533333,0.163265,0.257143,0.36,0.24,0.8,0.384615,0.225806,0.37037,0.5,0.571429,0.25,0,0.480333,0.726744,0.868421,0.497297,0.415789,0.784875,0.387198,0.635731,0.81051,0.236548,0.81051,0.714063,Jogging
0,0.714286,0.321429,0.423077,0.333333,0.590909,0.434783,0.333333,0.34375,0.282051,0.30303,0.419355,0.541667,0.304348,0.346154,0.4,0.526316,0.423077,0.266667,0.22449,0.342857,0.44,0.48,0.4,0.384615,0.258065,0.296296,0.545455,0.47619,0.270833,0,0.474317,0.635174,0.7,0.583784,0.184211,0.732012,0.401889,0.667053,0.768312,0.259898,0.768312,0.698495,Jogging
0,0.714286,0.428571,0.461538,0.37037,0.363636,0.521739,0.407407,0.3125,0.205128,0.151515,0.580645,0.458333,0.478261,0.384615,0.24,0.578947,0.384615,0.333333,0.163265,0.285714,0.24,0.52,0.5,0.307692,0.451613,0.37037,0.454545,0.571429,0.166667,0,0.474317,0.667151,0.477194,0.286486,0.268421,0.765051,0.354669,0.587007,0.798567,0.187817,0.798567,0.690711,Jogging
0,0.75,0.357143,0.384615,0.259259,0.681818,0.434783,0.37037,0.34375,0.230769,0.272727,0.354839,0.458333,0.478261,0.423077,0.36,0.526316,0.423077,0.3,0.204082,0.285714,0.32,0.4,0.55,0.346154,0.419355,0.407407,0.454545,0.47619,0.208333,0,0.480333,0.652616,0.636842,0.439639,0.262105,0.740822,0.391396,0.588167,0.775478,0.256853,0.775478,0.680851,Jogging
0,0.785714,0.392857,0.346154,0.37037,0.409091,0.391304,0.37037,0.34375,0.282051,0.363636,0.225806,0.458333,0.521739,0.461538,0.36,0.421053,0.423077,0.266667,0.22449,0.257143,0.48,0.52,0.45,0.384615,0.225806,0.407407,0.545455,0.428571,0.229167,0,0.477094,0.667151,0.115789,0.135135,0.489474,0.743759,0.392445,0.62645,0.782643,0.271066,0.782643,0.692268,Jogging
0,0.785714,0.357143,0.384615,0.296296,0.409091,0.434783,0.444444,0.3125,0.307692,0.363636,0.258065,0.5,0.608696,0.423077,0.56,0.526316,0.115385,0.3,0.204082,0.257143,0.52,0.48,0.45,0.346154,0.258065,0.444444,0.545455,0.333333,0.229167,0,0.468302,0.638081,0.617543,0.518919,0.475438,0.736417,0.386149,0.62181,0.781051,0.284264,0.781051,0.690192,Jogging
0,0.75,0.285714,0.384615,0.333333,0.409091,0.652174,0.407407,0.25,0.282051,0.424242,0.225806,0.5,0.478261,0.384615,0.36,0.578947,0.384615,0.266667,0.183673,0.285714,0.44,0.36,0.6,0.346154,0.451613,0.407407,0.272727,0.52381,0.208333,0,0.463674,0.597384,0.477194,0.210811,0.419299,0.72467,0.416579,0.591647,0.76035,0.307614,0.76035,0.679813,Jogging
0,0.714286,0.321429,0.384615,0.37037,0.409091,0.478261,0.407407,0.3125,0.333333,0.454545,0.193548,0.375,0.26087,0.653846,0.4,0.631579,0.269231,0.266667,0.244898,0.314286,0.4,0.4,0.5,0.307692,0.419355,0.296296,0.454545,0.571429,0.208333,0,0.48311,0.672965,0.155789,0.216216,0.45,0.732012,0.429171,0.607889,0.769108,0.329949,0.769108,0.681889,Jogging
